2.4099746e-06 6.03672156284 6.7553339e-06 7.9193351821 0.198831564317 0.0
-3.2873992e-06 -4.6232225636 1.6723826e-06 14.2966041154 0.198831564317 0.0
1.8573772e-06 3.68424200019 -9.0825866e-07 -1.31984506089 0.271558837044 0.0
-1.541966e-06 -0.38430716304 -7.6086697e-07 -3.62871879285 0.307922473408 0.0
-3.8131531e-05 -56.6381239066 -2.0751776e-05 -12.0954170845 -2.05571389023 0.0
-2.6514255e-06 5.43935204563 -3.3445563e-06 -15.6416331696 0.0533770188626 0.0
8.1972592e-06 12.2204501405 3.8231502e-06 3.2274216349 0.198831564317 0.0
-1.1723976e-05 -22.1618782879 -1.2706394e-05 -21.1370564947 -0.164804799319 0.0
2.5540288e-06 2.71688337619 -4.8877653e-06 -13.3092628862 0.198831564317 0.0
2.591677e-06 7.46292770875 1.036674e-06 -1.63205361212 0.271558837044 0.0
1.7691295e-06 17.3338436818 -1.5572015e-06 -3.31746652002 0.162467927954 0.0
-6.482373e-06 1.30173816065 2.4211114e-07 2.46183450553 -0.0557138902283 0.0
-3.6647085e-06 -9.83095184067 4.2497059e-06 10.1197058855 0.271558837044 0.0
-1.0238914e-06 1.47259878666 2.0356597e-06 -13.2669297346 0.12610429159 0.0
7.4733589e-06 9.01607307125 3.0277255e-06 1.78170540706 0.162467927954 0.0
2.8722414e-06 3.85306317532 -9.2204369e-08 -3.85334973301 0.271558837044 0.0
-4.1710762e-06 -1.9643855741 -1.6712609e-06 -5.88403649067 0.198831564317 0.0
3.2072538e-06 -9.05307881448 6.3850447e-06 -3.32198799198 0.12610429159 0.0
6.2797461e-06 5.72548507072 7.1935467e-06 5.99320421665 0.271558837044 0.0
1.2704151e-05 8.48389872759 2.3237427e-06 1.12071741824 -0.237532072046 0.0
-7.6736766e-06 -16.1303974913 -3.7656974e-06 -11.4259344156 0.271558837044 0.0
-7.7350886e-07 -6.86390052907 3.5520195e-07 -1.30394775751 0.235195200681 0.0
5.8206357e-06 8.80703688066 1.2626374e-06 6.14391980285 0.198831564317 0.0
-9.7380235e-07 -4.17562468011 5.5911476e-06 -2.68222558265 0.198831564317 0.0
-3.1776298e-06 -7.2178136198 -4.8357793e-06 -5.62147390342 0.235195200681 0.0
1.3651538e-06 1.66348953116 4.2907102e-06 7.50198735345 0.0170133824991 0.0
-5.2736222e-07 2.59491818378 2.4622469e-06 -0.322531345088 0.235195200681 0.0
3.1803636e-07 5.04059291139 -3.0594568e-06 -6.67341612339 0.235195200681 0.0
-1.085276e-05 -16.8919140624 -5.0019147e-06 -3.94362380375 0.12610429159 0.0
-3.6279783e-06 -0.163444711139 4.0760441e-06 2.84244373706 0.271558837044 0.0
2.9815496e-06 5.60653773442 -6.5797265e-06 -14.59933508 0.235195200681 0.0
1.7524278e-06 4.13970393473 -3.5083422e-06 -5.07507431238 0.235195200681 0.0
-3.0420799e-05 -39.7806798629 -8.5481897e-05 -114.853477867 -13.6557138902 0.0
1.6002087e-05 17.0077941406 -5.4210061e-06 -2.23388560449 -0.637532072046 0.0
-2.4038744e-06 4.60406363568 7.9438899e-07 4.56386716378 0.271558837044 0.0
